,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,TEM_GRELHA,TEM_TAMPA,TIPO_WOK,ITEM_PRICE,INTERESTED
154069,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,125.5,0.0
154071,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.4805660377,0.0
154073,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,127.157894737,0.0
154074,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,589.7375,0.0
154075,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,205.704285714,0.0
154077,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,0.0
154079,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154080,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,92.84117647059999,0.0
154084,260006394,84.0,PRETO,91.0,PANELA MINEIRA,91.0,SIM,NAO,0.0,NAO,2209.99,0.0
154085,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.58311688309999,0.0
154086,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,135.6196,0.0
154093,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,92.995862069,0.0
154098,238630860,12.2,COLORIDO,34.2,TRAMONTINA,34.7,NAO,NAO,1.0,SIM,177.3,0.0
154099,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,102.718965517,0.0
154104,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,1.0
154105,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,1.0
154107,14807808,35.7,INOX,18.1,TRAMONTINA,11.5,NAO,NAO,1.0,NAO,137.75,0.0
154109,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,89.99,1.0
154114,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154123,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,88.8,0.0
154124,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,96.15047619049999,0.0
154125,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154128,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.717272727,0.0
154130,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.6150684932,0.0
154131,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,599.9,0.0
154133,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,79.99,1.0
154135,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154139,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,91.803125,0.0
154141,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,91.9543209877,0.0
154149,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154150,238630860,12.2,COLORIDO,34.2,TRAMONTINA,34.7,NAO,NAO,1.0,SIM,147.8820689655,0.0
154159,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.774137931,0.0
154161,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154163,225903096,27.0,PRETO,27.0,JOMAFE,21.0,NAO,NAO,1.0,NAO,254.99,0.0
154165,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,90.825867052,0.0
154166,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.99,0.0
154168,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.99,0.0
154170,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,181.213880597,0.0
154171,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,84.99,0.0
154174,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,134.802941176,0.0
154179,10191272,11.0,PRETO,37.0,ALUMINIO RAMOS,32.0,NAO,NAO,1.0,SIM,84.3057894737,0.0
154184,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,97.10111111110001,0.0
154185,225903096,27.0,PRETO,27.0,JOMAFE,21.0,NAO,NAO,1.0,NAO,254.99,0.0
154194,248692792,4.0,VERMELHO,29.5,ELECTROLUX,28.5,NAO,NAO,1.0,NAO,53.275,0.0
154196,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154198,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.249259259,0.0
154199,260008422,30.0,PRETO,51.0,PANELA MINEIRA,51.0,SIM,NAO,0.0,NAO,147.41618807105,0.0
154201,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.58311688309999,0.0
154204,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,97.9604395604,0.0
154205,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,89.7826923077,0.0
154206,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,219.99,0.0
154207,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.7241935484,0.0
154210,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.39,0.0
154212,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.980442478,0.0
154214,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.774137931,0.0
154215,223404128,36.6,CHOCOLATE,23.35,CERAFLAME,34.05,NAO,NAO,0.0,SIM,367.45846153800005,0.0
154217,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154218,257757226,36.0,VERDE,21.0,HAPPYCALL,11.5,SIM,NAO,0.0,NAO,378.48151785700003,0.0
154224,257532796,7.9,MARROM,30.3,HAPPYCALL,45.8,SIM,NAO,0.0,NAO,556.973035714,0.0
154227,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,187.214468085,0.0
154228,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154230,260008944,46.0,PRETO,30.0,PANELA MINEIRA,41.0,SIM,NAO,0.0,NAO,182.49,0.0
154231,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154232,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,0.0
154234,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,180.444545455,0.0
154239,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,92.995862069,0.0
154240,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.4483870968,0.0
154243,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154246,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,200.20739130400003,0.0
154247,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154249,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,98.9233009709,0.0
154254,251933622,44.5,VERMELHO,29.0,LA CUISINE,12.5,NAO,NAO,1.0,SIM,115.0,0.0
154255,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,129.99,0.0
154256,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.99,0.0
154259,260008346,84.0,PRETO,91.0,PANELA MINEIRA,91.0,SIM,NAO,0.0,NAO,1329.99,0.0
154261,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154268,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,153.9,0.0
154271,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,84.4344444444,0.0
154280,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,1.0
154283,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,1.0
154287,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,129.0,0.0
154288,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,1.0
154289,248692792,4.0,VERMELHO,29.5,ELECTROLUX,28.5,NAO,NAO,1.0,NAO,49.9,0.0
154293,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.6236111111,0.0
154305,238630860,12.2,COLORIDO,34.2,TRAMONTINA,34.7,NAO,NAO,1.0,SIM,147.9,0.0
154313,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,172.297692308,0.0
154314,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,172.297692308,0.0
154317,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,102.156521739,0.0
154320,260011548,46.0,PRETO,30.0,PANELA MINEIRA,41.0,SIM,NAO,1.0,NAO,94.99,0.0
154324,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,578.5,0.0
154325,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,1.0
154326,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154327,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,90.4483870968,0.0
154328,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,559.9,1.0
154331,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,97.3025641026,0.0
154332,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.8820359281,0.0
154334,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,92.49,0.0
154336,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,200.20739130400003,0.0
154337,248692792,4.0,VERMELHO,29.5,ELECTROLUX,28.5,NAO,NAO,1.0,NAO,51.4,0.0
154341,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.8820359281,0.0
154342,223404128,44.7,CHOCOLATE,34.7,CERAFLAME,18.950000000000003,NAO,NAO,0.0,SIM,343.775,0.0
154347,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,125.888888889,0.0
154351,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154353,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,203.99,0.0
154358,238630860,12.2,COLORIDO,34.2,TRAMONTINA,34.7,NAO,NAO,1.0,SIM,147.9,1.0
154361,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.99777777780001,0.0
154364,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,92.995862069,0.0
154370,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,219.99,1.0
154372,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,1.0
154374,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,88.8,0.0
154375,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,99.9,0.0
154377,260010300,46.0,PRETO,30.0,FUMIL,41.0,SIM,NAO,1.0,NAO,134.99,1.0
154380,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,100.52786885200001,0.0
154384,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154386,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,180.89909090900002,0.0
154394,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,0.0
154395,14807812,40.1,INOX,22.4,TRAMONTINA,10.7,NAO,NAO,1.0,NAO,178.69,0.0
154400,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154402,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154405,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,92.49,0.0
154407,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,187.692948718,0.0
154410,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.6602941176,0.0
154414,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.02045454549999,0.0
154416,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,90.5033333333,0.0
154421,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.99,0.0
154422,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,0.0
154427,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154428,260008346,84.0,PRETO,91.0,PANELA MINEIRA,91.0,SIM,NAO,0.0,NAO,148.4113265306,0.0
154432,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.8326530612,0.0
154438,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,203.99,0.0
154442,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154445,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,97.10111111110001,0.0
154446,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,98.49,0.0
154449,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,1.0
154450,260011196,46.0,PRETO,30.0,PANELA MINEIRA,41.0,SIM,NAO,1.0,NAO,189.99,0.0
154452,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,1.0
154453,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,104.48241758200001,0.0
154457,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.977538462,0.0
154459,14807808,35.7,INOX,18.1,TRAMONTINA,11.5,NAO,NAO,1.0,NAO,137.75,0.0
154460,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,132.301578947,0.0
154462,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,125.5,1.0
154463,259620302,28.0,PRETO,37.0,FUMIL,40.0,SIM,NAO,1.0,NAO,155.9,0.0
154469,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,92.4421686747,0.0
154472,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,107.997545788,0.0
154474,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,102.156521739,0.0
154475,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,97.7630769231,0.0
154477,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154478,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,97.17722222219999,0.0
154480,225902562,26.0,INOX,22.0,JOMAFE,18.0,NAO,NAO,1.0,NAO,174.99,0.0
154484,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154487,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,133.0572,0.0
154493,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,1.0
154495,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,131.95755555600002,0.0
154496,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154498,238630860,12.2,COLORIDO,34.2,TRAMONTINA,34.7,NAO,NAO,1.0,SIM,153.6,0.0
154500,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154502,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.6150684932,0.0
154507,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,80.615,0.0
154511,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,559.9,0.0
154512,259620302,28.0,PRETO,37.0,FUMIL,40.0,SIM,NAO,1.0,NAO,139.0,0.0
154516,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,97.3025641026,0.0
154524,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,93.25,0.0
154525,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,104.66385542200001,0.0
154527,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.59078947370001,0.0
154532,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,181.975,0.0
154533,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,129.106071429,0.0
154538,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,99.99,0.0
154539,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,109.096953846,0.0
154540,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154548,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,89.9,1.0
154549,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,131.962068966,0.0
154554,223404096,38.6,PRETO,25.35,CERAFLAME,34.9,NAO,NAO,0.0,SIM,342.21,0.0
154559,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,0.0
154568,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,129.033,0.0
154569,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,84.4344444444,0.0
154571,260009424,28.0,PRETO,37.0,PANELA MINEIRA,40.0,SIM,NAO,0.0,NAO,264.99,0.0
154573,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,94.9046,0.0
154574,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154577,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,129.0,0.0
154579,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,187.692948718,0.0
154584,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,88.8,0.0
154590,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,91.3,0.0
154591,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,92.995862069,0.0
154594,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,559.9,0.0
154597,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.99,0.0
154598,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,559.9,0.0
154602,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154604,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.93541666670001,0.0
154606,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,0.0
154609,225903096,27.0,PRETO,27.0,JOMAFE,21.0,NAO,NAO,1.0,NAO,254.99,0.0
154615,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154616,222374858,16.0,GRAFITE,16.0,LA CUISINE,8.5,NAO,NAO,1.0,NAO,148.00522727275,0.0
154617,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.02045454549999,0.0
154620,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,97.3025641026,0.0
154624,248692792,4.0,VERMELHO,29.5,ELECTROLUX,28.5,NAO,NAO,1.0,NAO,53.6674418605,0.0
154627,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154632,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154635,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154637,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.54555555599998,0.0
154641,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,142.6,0.0
154644,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,625.0,0.0
154649,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,92.6866666667,0.0
154652,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,200.3025,0.0
154653,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.4483870968,0.0
154660,260009510,27.0,PRETO,31.0,PANELA MINEIRA,26.0,SIM,NAO,0.0,NAO,214.99,0.0
154661,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154665,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,599.9,0.0
154670,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154671,260006276,28.0,AMARELO,37.0,PANELA MINEIRA,40.0,SIM,NAO,1.0,NAO,149.99,0.0
154672,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.4842975207,0.0
154684,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.8820359281,0.0
154686,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,0.0
154688,223404128,37.35,CHOCOLATE,32.35,CERAFLAME,16.55,NAO,NAO,0.0,SIM,396.12222222199995,0.0
154691,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.99,0.0
154695,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,129.099,0.0
154697,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,105.39166666700001,0.0
154701,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.6236111111,0.0
154703,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,92.97692307690001,0.0
154704,227368906,42.7,PRETO,32.7,TRAMONTINA,18.0,NAO,NAO,0.0,SIM,136.10735294100002,0.0
154706,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,97.245,0.0
154707,227368906,42.7,PRETO,32.7,TRAMONTINA,18.0,NAO,NAO,0.0,SIM,147.0,0.0
154712,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154716,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,86.1823076923,0.0
154720,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,125.5,0.0
154721,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.58311688309999,0.0
154724,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154726,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
154731,255995660,14.0,VERMELHO,18.0,DONA CHEFA,34.0,NAO,NAO,1.0,NAO,44.99,0.0
154733,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,1.0
154739,260008998,28.0,LARANJA,37.0,FUMIL,40.0,SIM,NAO,1.0,NAO,124.99000000000001,0.0
154744,239456822,9.0,GRAFITE,21.0,LA CUISINE,38.5,NAO,NAO,0.0,NAO,69.99,0.0
154745,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,97.245,0.0
154746,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,0.0
154751,218994340,19.0,CHOCOLATE,23.5,CERAFLAME,23.5,NAO,NAO,1.0,NAO,99.895,0.0
154753,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,1.0
154755,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.069047619,0.0
