,ITEM_ID,ALTURA,COMPOSICAO,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
152992,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,71.600960603,27.7348076923,0.0
152993,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,489.913332141,29.7406976744,0.0
152994,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,17.4753584153,91.9,0.0
152997,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,459.058793897,26.99,0.0
152999,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,204.871484465,31.9,1.0
153010,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,733.8378137410001,34.99,0.0
153016,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,147.889245375,32.9,0.0
153017,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,721.434427761,26.99,0.0
153025,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,527.83160303,79.99,0.0
153043,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,525.016409107,31.9,0.0
153045,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,8.6928517021,190.1153125,0.0
153058,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,788.807963671,35.5148484848,0.0
153062,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,775.1112119139999,79.99,0.0
153069,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,549.3058086259999,64.4983333333,0.0
153077,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,281.90272294,45.744166666649996,0.0
153088,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,650.462251479,26.99,0.0
153105,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,975.98040098,32.9,0.0
153114,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,940.6852174810001,29.7406976744,0.0
153129,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,576.616351661,26.99,0.0
153131,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,246.939418984,26.99,0.0
153155,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,294.237014891,26.99,0.0
153161,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,364.056848886,34.99,0.0
153169,225254280,16.0,ALUMINIO,17.0,ZANELLA,17.0,NAO,0.0,297.553106588,57.9675,0.0
153180,248586318,46.5,INOX,23.5,EURO,65.0,NAO,0.0,319.94564677200003,80.945,0.0
153183,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,239.80302523,26.99,0.0
153192,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,225.09982567900002,59.9,0.0
153196,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,152.264772798,37.0,0.0
153197,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,483.66467957,66.0188461538,0.0
153203,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,225.750651069,37.0,0.0
153205,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,670.3327871390001,88.9,1.0
153206,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,61.330057584799995,28.3489473684,0.0
153210,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,337.296370075,26.9434482759,0.0
153225,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,607.812186739,36.2205263158,0.0
153229,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,10.0026193551,179.0,0.0
153260,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,433.30333302,28.5754385965,0.0
153266,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,675.514973959,34.99,1.0
153275,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,739.5331135660001,43.5261971831,0.0
153278,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,614.539174357,31.890797545999998,0.0
153281,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,859.6721637139999,69.9,0.0
153284,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,965.34095137,27.8140425532,0.0
153287,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,172.120443387,49.9,1.0
153291,10697140,16.0,INOX,18.75,TRAMONTINA,19.0,NAO,0.0,118.220613339,176.52,0.0
153307,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,508.085183682,26.99,0.0
153310,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,624.452159727,64.4983333333,0.0
153342,256589722,23.2,INOX,16.8,HERCULES,16.9,NAO,0.0,666.177178063,89.0115384615,0.0
153353,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,466.981266123,32.0280487805,0.0
153362,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,288.427970448,83.4833333333,0.0
153363,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,554.438739321,51.1732394366,0.0
153401,10697140,33.75,INOX,21.4,TRAMONTINA,41.650000000000006,NAO,0.0,526.7613262469999,164.28,0.0
153404,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,833.509020488,93.84545454549999,0.0
153419,248586318,46.5,INOX,23.5,EURO,65.0,NAO,0.0,166.266753628,89.99,0.0
153421,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,2.6525398459000002,26.99,0.0
153425,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,578.244586856,34.99,0.0
153427,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,970.917617003,34.99,0.0
153428,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,268.67626088,179.0,0.0
153439,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,939.4645139319999,118.995,0.0
153462,223399868,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,972.647034865,58.99,0.0
153498,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,426.370781576,27.537696969699997,0.0
153503,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,63.9677579853,31.890797545999998,0.0
153521,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,511.507960051,69.56,0.0
153560,216713422,13.1,INOX,16.7,BRINOX,16.7,NAO,0.0,882.607898699,130.08333333299998,0.0
153584,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,634.234968008,32.9,0.0
153590,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,577.87588149,39.9,1.0
153594,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,629.424168324,32.9,0.0
153596,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,898.381085018,31.890797545999998,0.0
153598,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,313.428545296,60.9,0.0
153611,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,656.370197889,55.4,0.0
153612,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,842.468018575,49.9,0.0
153626,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,828.869642651,38.15,0.0
153664,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,911.1360405510001,34.99,1.0
153669,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,929.374249188,39.99,0.0
153684,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,858.720737828,37.49,0.0
153689,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,575.625537905,34.99,0.0
153714,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,736.366537939,27.1982258065,0.0
153717,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,161.180182895,37.9625,0.0
153736,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,20.364934434600002,68.93680981600001,0.0
153741,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,315.35403348299997,66.0188461538,0.0
153751,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,542.999108892,26.99,1.0
153799,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,224.132565419,76.9,0.0
153819,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,278.897997877,31.890797545999998,0.0
153847,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,804.5597034960001,96.8081818182,0.0
153856,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,310.083419819,69.9,1.0
153863,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,871.604442755,39.99,0.0
153866,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,502.232055352,32.154,0.0
153876,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,155.283351562,179.0,0.0
153898,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,188.972750196,69.9,0.0
153908,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,332.101875296,39.99,0.0
153915,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,365.176982039,49.9,1.0
153924,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,837.1499805760001,31.890797545999998,0.0
153925,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,688.350457425,26.9354545455,0.0
153937,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,259.338234931,179.252045455,0.0
153941,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,150.752420096,43.5261971831,0.0
153942,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,344.985639147,29.3568333333,0.0
153946,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,929.714975198,93.84545454549999,0.0
153972,223399868,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,666.177178063,89.2211111111,0.0
153976,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,444.59286887300004,27.551304347800002,0.0
153978,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,308.964167079,37.0,0.0
153979,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,714.55342355,26.99,0.0
153994,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,431.93801107300004,32.9,0.0
154010,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,549.924758121,30.9037037037,0.0
154014,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,965.890779922,173.517657658,0.0
154018,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,478.32766257,178.211627907,0.0
154021,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,389.13735271900003,39.99,0.0
154033,260006148,28.0,INOX,37.0,PANELA MINEIRA,40.0,SIM,0.0,950.202420774,114.99,1.0
154034,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,942.983161053,26.99,0.0
154048,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,506.61582958300005,32.9,0.0
154056,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,782.276868492,34.8233333333,0.0
154091,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,925.8873894110001,29.7406976744,0.0
154111,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,192.258870298,44.99,0.0
154122,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,576.350596018,69.9,0.0
154138,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,858.03387607,26.99,1.0
154157,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,677.1920631190001,49.9,0.0
154158,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,842.835802577,44.99,0.0
154160,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,345.97316876199994,169.0,0.0
154177,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,951.102294913,69.9,0.0
154181,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,277.15264744,26.99,0.0
154187,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,655.83237698,30.9037037037,0.0
154221,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,283.301974483,43.6583333333,0.0
154241,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,325.950388661,39.19,0.0
154258,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,354.16734494,27.537696969699997,0.0
154273,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,92.19801334190001,31.62953125,0.0
154286,223399868,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,724.408798749,93.0,0.0
154292,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,124.149509569,69.9,0.0
154304,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,712.714144473,32.9,0.0
154319,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,551.754843431,31.890797545999998,0.0
154323,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,295.490367804,165.79,1.0
154354,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,613.707490107,34.99,0.0
154359,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,145.09467699,190.89,0.0
154376,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,349.835459801,31.293333333299998,0.0
154382,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,347.51754894199996,32.9,0.0
154393,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,712.8593533110001,34.99,0.0
154399,216713422,13.1,INOX,16.7,BRINOX,16.7,NAO,0.0,883.5581022819999,39.32416666665,0.0
154406,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,396.535478615,43.6583333333,0.0
154443,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,769.6647483510001,69.9,0.0
154461,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,789.8750579110001,49.9,0.0
154482,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,856.336452024,54.9,0.0
154483,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,827.9675631910001,37.0,0.0
154490,248586318,46.5,INOX,23.5,EURO,65.0,NAO,0.0,52.3902868476,34.95,0.0
154508,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,418.545504015,32.9,0.0
154510,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,524.093428573,32.7461538462,0.0
154521,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,901.918515505,33.143157894699996,0.0
154522,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,876.943291183,34.5675862069,0.0
154545,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,96.8554213258,26.99,0.0
154547,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,78.2008002104,39.99,0.0
154552,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,149.842825765,32.9,0.0
154557,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,896.4531530260001,86.9,0.0
154560,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,694.884625366,30.9037037037,0.0
154570,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,223.875887945,29.24477492875,0.0
154601,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,367.614412136,27.585846153800002,0.0
154605,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,193.276327357,26.99,0.0
154618,10697140,16.0,INOX,18.5,TRAMONTINA,18.5,NAO,0.0,234.76507461,178.9,0.0
154628,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,617.843255886,31.890797545999998,0.0
154630,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,247.12819299,26.99,1.0
154633,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,115.960919948,31.9,1.0
154642,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,993.69447458,30.9037037037,0.0
154643,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,962.462700177,62.9,0.0
154663,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,454.274233665,57.742105263199996,0.0
154673,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,916.2324727710001,27.7348076923,0.0
154692,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,699.5666408430001,31.9,1.0
154698,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,802.95241598,34.1570833333,0.0
154713,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,374.699752239,65.9,0.0
154723,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,443.99276156450003,49.9,0.0
154727,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,513.28577089,37.0,0.0
154736,223399868,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,794.107288897,93.0,0.0
154756,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,966.051972645,27.873571428600002,0.0
154763,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,344.07484596800003,31.9,0.0
154768,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,974.5308982480001,68.9,0.0
154790,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,863.964256763,104.933333333,0.0
154792,223399954,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,386.91080912300004,59.9,0.0
154797,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,252.86753597,30.9037037037,0.0
154812,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,160.904585284,39.99,0.0
154815,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,725.126762764,65.57782608699999,0.0
154820,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,730.4015900039999,28.5754385965,0.0
154822,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,90.1961697925,26.99,0.0
154841,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,73.6861703308,39.99,0.0
154852,239644772,15.5,INOX,18.5,BR HOME,18.5,NAO,0.0,203.19695269,36.9612345679,0.0
154869,239644772,15.5,INOX,18.5,BR HOME,18.5,NAO,0.0,354.449010465,33.9324691358,0.0
154874,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,632.70161157,30.9037037037,0.0
154896,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,31.2454956696,45.2090909091,0.0
154917,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,666.629360914,27.7072222222,0.0
154928,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,416.484301204,32.9,0.0
154932,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,697.23463215,39.9809090909,0.0
154934,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,949.726794232,37.0284761905,0.0
154945,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,936.32459951,99.99,0.0
154946,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,967.5508312060001,49.9,0.0
154948,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,409.66546378699996,31.890797545999998,0.0
154953,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,127.22887879,94.22380952379999,0.0
154975,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,777.6321375110001,28.3489473684,0.0
154977,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,507.87856491599996,32.9,0.0
154988,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,465.63932568,43.5261971831,0.0
155009,216713422,13.1,INOX,16.7,BRINOX,16.7,NAO,0.0,137.219794496,129.049,0.0
155018,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,12.827877371800001,34.99,0.0
155044,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,954.3648042960001,26.99,0.0
155058,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,755.045065942,49.9,0.0
155065,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,121.57422511700001,26.99,1.0
155091,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,330.498452078,233.54,0.0
155120,223399868,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,39.227192684,93.0,0.0
155131,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,43.9942493238,119.9,0.0
155153,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,594.652149256,34.9,1.0
155168,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,977.471588689,26.99,0.0
155172,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,55.367919882399995,32.9,0.0
155175,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,957.2743855069999,26.99,1.0
155213,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,783.607737095,32.9,0.0
155217,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,299.642712107,76.9,0.0
155221,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,437.218908676,34.99,0.0
155222,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,46.9252628849,62.9,0.0
155224,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,304.414111272,28.9761538462,0.0
155226,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,901.0417152160001,49.9,0.0
155232,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,934.55307408,43.5261971831,0.0
155238,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,477.97542664199995,34.99,0.0
155251,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,413.877875207,32.9,1.0
155261,248586318,46.5,INOX,23.5,EURO,65.0,NAO,0.0,440.211254804,89.99,0.0
155278,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,867.269512253,26.99,0.0
155292,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,963.957252293,31.890797545999998,0.0
155298,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,957.487676858,34.99,0.0
155304,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,336.25935256599996,65.9,1.0
155305,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,12.2773594186,31.9,0.0
155309,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,716.417097077,82.2122222222,0.0
155358,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,327.667261709,39.99,0.0
155367,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,784.575171348,26.99,1.0
155397,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,916.360214424,34.99,0.0
155413,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,130.25014628,82.7175,0.0
155459,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,331.28633917400003,179.0,0.0
155469,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,835.793224015,26.99,0.0
155470,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,97.8816424734,26.99,1.0
155471,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,954.62651155,34.437368421100004,0.0
155474,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,731.307715125,37.0,0.0
155487,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,33.336287453400004,31.9,0.0
155497,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,779.3395551269999,26.99,1.0
155524,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,889.397796921,39.99,1.0
155543,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,673.291662471,38.135,0.0
155551,259783496,21.0,INOX,22.0,MERIDIONAL,22.0,NAO,0.0,240.68519075900002,53.5175,0.0
155557,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,300.6046937655,68.9,0.0
155562,239175062,19.5,INOX,19.0,HERCULES,21.0,NAO,0.0,360.524196772,71.44,0.0
155569,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,936.5517855,26.99,0.0
155575,256589722,23.2,INOX,16.8,HERCULES,16.9,NAO,0.0,360.524196772,86.74681818180001,0.0
155578,259783218,21.0,INOX,22.0,MERIDIONAL,22.0,NAO,0.0,827.868405374,89.99,0.0
155583,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,321.589085571,96.8081818182,0.0
155585,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,674.389534846,65.57782608699999,0.0
155596,225254280,16.0,ALUMINIO,17.0,ZANELLA,17.0,NAO,0.0,637.262512746,50.28391304349999,0.0
155614,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,124.149509569,34.99,0.0
155641,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,829.349071725,32.9,0.0
155645,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,718.2563792230001,28.3489473684,0.0
155647,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,696.799761018,37.0284761905,0.0
155648,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,403.389899058,31.9,0.0
155655,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,385.60256886699995,43.5261971831,0.0
155656,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,13.939106278599999,39.99,0.0
155657,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,655.901556031,34.99,0.0
155662,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,465.08123781800003,35.0523809524,0.0
155667,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,489.02873780199997,26.99,0.0
155674,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,157.628280506,32.9,0.0
155702,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,818.675939186,32.9,0.0
155718,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,457.717120029,31.9,0.0
155737,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,320.86603494900004,98.4057142857,0.0
155743,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,369.799057773,26.99,0.0
155771,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,224.80715118,33.143157894699996,0.0
155773,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,129.75424623,31.62953125,0.0
155777,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,503.073362135,26.99,0.0
155801,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,788.0741214860001,26.99,0.0
155808,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,47.0885051083,26.99,1.0
155826,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,407.540525287,26.99,0.0
155845,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,706.9995250439999,26.9678688525,0.0
155846,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,516.451154899,26.99,0.0
155851,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,691.022524253,32.9,0.0
