,ITEM_ID,ALTURA,COMPOSICAO,LARGURA,MARCA,PROFUNDIDADE,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
115055,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,377.559085809,269.9,0.0
115220,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,686.470446394,108.9,0.0
115696,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,151.798557655,102.669230769,0.0
115828,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,9.75505669963,108.9,0.0
115939,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,758.5297163480001,268.593333333,0.0
116454,257249402,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,690.485427502,345.7466666665,0.0
116873,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,616.248112582,422.9,0.0
117291,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,37.3225430375,108.9,0.0
117346,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,115.05696690399999,73.52,0.0
117633,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,828.206326793,108.9,0.0
117713,258468946,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,472.042722056,98.805,0.0
117818,258468946,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,379.324433996,88.71,0.0
117872,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,961.17420155,78.615,0.0
117925,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,250.99215423200002,324.99,0.0
118019,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,79.8831358832,99.9,0.0
118178,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,687.5166477519999,287.018181818,0.0
118411,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,390.462297481,474.136363636,0.0
118583,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,787.2424159239999,108.9,0.0
118603,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,764.62112267,109.268421053,0.0
119016,257249402,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,125.12018451200001,262.59621052650004,0.0
119118,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,305.481885976,415.92400000000004,1.0
119185,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,759.2380922660001,109.268421053,0.0
119242,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,320.07545950599996,115.9,0.0
119622,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,243.21249192599998,56.9,0.0
119632,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,166.349524346,422.9,0.0
119800,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,394.42690168300004,99.9,0.0
120122,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,144.239973064,324.99,0.0
