,ITEM_ID,ALTURA,COMPOSICAO,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
31906,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,3.09164181986,39.99,0.0
31923,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,807.515360829,39.99,0.0
32034,260008314,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,720.494475121,139.99,0.0
32042,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,809.6082671639999,305.99214285700003,0.0
32267,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,284.325507686,39.99,1.0
32323,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,434.38834350699995,39.99,0.0
32400,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,529.148405388,40.2966666667,0.0
32461,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,861.8047374939999,144.4,1.0
32513,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,320.63440343599996,305.99214285700003,0.0
32539,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,431.675606393,39.99,0.0
32570,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,446.59180243800006,39.99,0.0
32589,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,416.575714278,39.99,0.0
32724,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,483.744943975,39.99,0.0
32783,260008912,28.0,ALUMINIO,PRETO,37.0,FUMIL,40.0,SIM,1.0,128.54567696,39.8487837838,0.0
32911,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,929.8604265710001,39.7075675676,0.0
32920,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,614.6765603719999,258.9,1.0
32936,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,404.02680207,305.9,0.0
33023,260008314,30.0,INOX,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,652.7939496519999,139.99,0.0
33048,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,54.051163664700006,39.99,1.0
33156,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,655.1268521640001,124.6715384615,0.0
33410,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,374.996395693,209.353076923,0.0
33460,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,29.0071338152,109.678571429,0.0
33488,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,779.2561927739999,39.99,1.0
33490,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,899.267207973,38.5725,0.0
33590,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,5.80311595684,39.8904761905,0.0
33605,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,959.202755607,44.99,1.0
33678,260006468,28.0,ALUMINIO,PRETO,37.0,FUMIL,40.0,SIM,1.0,848.49796566,230.945,0.0
33679,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,140.475873587,416.9,0.0
33691,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,611.041553678,228.37833333334999,0.0
33775,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,936.267487036,39.8566666667,0.0
33785,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,188.632203291,40.06,0.0
33835,260008314,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,190.678324003,139.99,0.0
33915,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,786.890043427,99.99,0.0
34009,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,350.98623159699997,39.99,1.0
34061,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,326.173321151,39.99,0.0
34089,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,860.492926286,39.99,0.0
34296,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,320.41079075700003,39.7075675676,0.0
34361,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,63.451929416599995,39.99,0.0
34415,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,944.93635156,40.724387500000006,0.0
34419,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,38.807829405999996,41.458775,0.0
34433,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,332.187808758,39.99,0.0
34478,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,210.95580229200002,38.9996969697,0.0
34635,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,734.253749351,39.99,0.0
34690,260006468,28.0,ALUMINIO,PRETO,37.0,FUMIL,40.0,SIM,1.0,128.54567696,114.99,0.0
34913,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,669.8781906319999,44.99,0.0
34970,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,177.53854448400003,39.99,1.0
35010,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,998.285901979,39.99,0.0
35143,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,649.391825267,44.99,0.0
35341,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,983.526456327,305.9,0.0
35448,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,713.26811481,39.99,1.0
35538,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,707.598613345,39.99,0.0
35657,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,455.550109123,39.99,0.0
35709,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,683.41563894,109.678571429,0.0
35731,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,635.813182267,44.99,1.0
35839,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,28.5073158268,39.99,0.0
35908,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,903.7497953669999,258.9,0.0
35915,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,73.8073200039,305.9,0.0
35926,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,677.640639104,305.9,0.0
35946,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,509.061857906,305.9,0.0
36429,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,456.64604014800005,308.849444444,0.0
36510,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,747.85860939,38.8706521739,0.0
36546,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,646.127487056,40.2966666667,0.0
36609,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,771.608480462,40.09958333335,0.0
36719,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,661.435050974,39.9025,0.0
36937,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,297.9198526,305.9,0.0
37109,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,685.629934157,38.945,0.0
37164,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,280.731089839,39.4675,0.0
37316,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,937.8958257789999,39.99,0.0
37330,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,149.57189622200002,37.9,0.0
37366,258445072,18.0,ALUMINIO,PRATA,23.5,BRINOX,34.5,NAO,1.0,911.9799070710001,122.0,0.0
37380,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,832.996569469,39.99,0.0
37422,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,637.713348002,220.9,0.0
37466,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,46.392259674499996,39.99,0.0
37784,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,505.69729268099996,345.966956522,0.0
37893,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,758.992444511,39.4675,0.0
37902,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,235.680340274,39.99,0.0
38007,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,190.81205883,39.99,1.0
38086,258447356,16.0,ALUMINIO,TURQUESA,21.5,BRINOX,32.5,NAO,1.0,6.768107625669999,79.99,1.0
38167,258447356,16.0,ALUMINIO,TURQUESA,21.5,BRINOX,32.5,NAO,1.0,429.08595701300004,79.99,0.0
38176,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,25.2383183081,39.89,0.0
38187,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,184.670339298,39.99,0.0
38240,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,758.821185497,39.99,1.0
38441,260006468,28.0,ALUMINIO,PRETO,37.0,FUMIL,40.0,SIM,1.0,259.597724659,107.49,0.0
38476,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,780.61827064,39.7075675676,0.0
38489,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,402.197922419,39.99,1.0
38600,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,487.14726409300005,42.49,0.0
38618,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,592.543443788,44.99,0.0
38752,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,379.618633741,39.99,0.0
38763,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,776.7501462360001,39.99,0.0
38819,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,4.77203361237,39.7577777778,0.0
38871,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,509.22475094,305.9,0.0
38897,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,481.631086304,40.59,1.0
39010,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,860.43731812,39.99,0.0
39018,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,166.296588241,41.8827272727,0.0
39174,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,354.90342501699996,44.99,0.0
39268,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,24.7812246225,39.9531578947,0.0
39281,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,441.092902386,40.3157894737,0.0
39477,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,501.114175101,305.9,0.0
39530,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,919.998713624,39.99,0.0
39668,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,646.7509817719999,305.9,0.0
39690,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,447.06005838,39.99,1.0
39692,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,254.796105137,309.0125,0.0
39760,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,508.09889975199997,38.66,0.0
39786,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,491.832719988,38.9996969697,0.0
39812,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,78.2303732201,40.2966666667,0.0
39846,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,607.98442442,37.9,1.0
39938,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,186.256484384,39.99,0.0
40137,260008314,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,614.769432652,139.99,0.0
40191,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,287.233663594,38.736,0.0
40209,260008912,28.0,ALUMINIO,PRETO,37.0,FUMIL,40.0,SIM,1.0,560.037736656,39.31323809525,0.0
40215,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,852.265769569,39.8904761905,0.0
40239,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,607.855847385,39.94023809525,0.0
40263,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,984.048725673,39.99,1.0
40335,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,239.21587273900002,236.39,1.0
40338,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,780.9347982610001,305.9,1.0
40366,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,174.124593043,37.99,1.0
40395,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,184.010224906,99.99,0.0
40398,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,173.994833838,39.9600952381,0.0
40442,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,209.002305492,44.99,0.0
40461,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,524.596400722,305.9,0.0
40592,258447356,16.0,ALUMINIO,TURQUESA,21.5,BRINOX,32.5,NAO,1.0,269.764242821,87.99,0.0
40693,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,617.387310628,39.1696178344,0.0
40695,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,759.668242923,39.9531578947,0.0
40772,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,629.477795401,305.9,0.0
40776,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,374.215809686,44.99,1.0
40851,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,391.709765824,41.8827272727,0.0
40932,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,486.62410755699995,99.99,0.0
40987,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,662.678738372,309.0125,0.0
41041,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,502.81352915599996,479.59,1.0
41050,258445072,18.0,ALUMINIO,PRATA,23.5,BRINOX,34.5,NAO,1.0,55.6539936478,98.3,0.0
41149,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,837.214849542,69.145,0.0
41255,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,944.088481266,39.99,0.0
41372,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,39.0573531578,39.4675,0.0
41403,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,156.094562797,309.0125,0.0
41411,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,661.666784819,305.9,0.0
41434,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,106.77782960100001,39.9531578947,0.0
41725,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,540.741465662,38.926578947349995,0.0
41764,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,661.782544723,37.9,1.0
41906,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,133.62552402,39.99,0.0
41913,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,597.513872676,196.99,1.0
41963,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,92.2352923154,44.99,1.0
42036,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,194.913476648,39.99,0.0
42120,260008314,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,388.48155180699996,139.99,0.0
42135,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,196.10811205,44.99,0.0
42147,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,649.240102055,99.99,0.0
42401,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,915.863900709,41.8827272727,0.0
42489,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,75.4799528735,39.99,0.0
42579,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,394.00342019699997,416.9,0.0
42591,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,457.39856056,39.99,1.0
42703,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,177.505128833,39.99,1.0
42902,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,782.071431868,37.9,0.0
42917,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,468.735265629,39.99,0.0
43020,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,725.548146385,39.99,0.0
43025,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,427.863163779,305.9,0.0
43052,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,621.480803335,39.7577777778,0.0
43091,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,121.636277562,196.99,0.0
43109,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,250.369889441,39.99,0.0
43124,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,995.7605251660001,39.99,0.0
43153,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,385.61662081,39.9025,0.0
43232,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,458.085706357,39.99,1.0
43343,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,139.009828835,39.8566666667,0.0
43388,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,446.069646399,39.99,0.0
43556,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,719.5889137219999,44.99,0.0
43636,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,902.5188956769999,305.9,0.0
43665,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,258.751602851,39.99,0.0
43696,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,487.48861480049993,305.9,0.0
43778,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,716.22562675,150.9,0.0
43791,260008314,30.0,INOX,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,488.41848282,139.99,0.0
43907,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,494.077821536,37.9,1.0
43945,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,779.831619168,39.99,1.0
44152,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,860.6250181139999,38.945,0.0
44221,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,461.67882528,39.99,0.0
44290,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,783.3032499110001,39.99,1.0
44350,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,540.9512142000001,38.736,0.0
44385,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,6.6889763254400005,39.99,0.0
44450,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,831.9483880280001,39.3746153846,0.0
44529,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,182.860974005,39.99,1.0
44554,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,402.501470519,37.9,0.0
44593,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,207.999600991,258.9,0.0
44594,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,250.979366216,39.99,0.0
44626,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,519.356579332,40.3157894737,0.0
44651,260006586,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,676.265454224,74.08146616535001,0.0
44701,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,439.339681379,107.84714285700001,0.0
44777,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,601.517194654,39.99,0.0
44797,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,301.926185899,39.99,1.0
44838,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,160.327621266,39.99,0.0
45006,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,909.0423204819999,39.99,0.0
45042,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,733.969088837,40.3157894737,0.0
45045,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,922.643995773,305.9,0.0
45256,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,317.40967966799997,39.99,0.0
45289,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,381.977420235,38.66,0.0
45371,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,508.58305661400004,107.81,1.0
45497,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,896.9016389789999,73.9,0.0
45702,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,484.74059513599997,39.99,1.0
45777,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,861.128945186,258.9,0.0
45865,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,24.432796549499997,39.8566666667,0.0
45922,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,663.278033461,305.9,0.0
46133,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,984.758186163,39.7488461538,0.0
46203,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,913.142252323,44.8205,0.0
46268,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,894.9147654039999,345.966956522,0.0
46360,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,844.9392105989999,305.9,0.0
46424,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,39.1262113713,39.99,0.0
46433,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,854.948899054,305.99214285700003,0.0
46452,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,704.2527126719999,39.99,0.0
46475,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,480.560243127,305.9,0.0
46490,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,72.0062511875,40.3157894737,0.0
46530,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,553.196627761,43.2175,0.0
46579,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,795.379706356,174.55875,0.0
46680,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,132.89283375,305.9,0.0
46683,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,791.118741912,39.99,0.0
46702,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,51.9012158441,44.99,1.0
46737,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,949.12221653,39.99,0.0
46742,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,834.581937872,196.99,0.0
46764,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,746.409296873,39.99,0.0
46774,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,596.014331975,41.840339506199996,0.0
46835,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,740.451695838,39.99,0.0
47029,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,889.094920505,150.9,0.0
47281,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,209.44568853400003,305.9,0.0
47298,258447356,16.0,ALUMINIO,TURQUESA,21.5,BRINOX,32.5,NAO,1.0,936.098497238,305.9,0.0
47593,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,734.773806096,305.9,0.0
47609,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,939.920475788,39.99,0.0
47619,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,90.3946871414,39.99,0.0
47658,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,714.731210477,39.571999999999996,0.0
47804,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,118.093721137,44.99,0.0
47970,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,940.2303286680001,251.65,0.0
48034,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,690.431595741,39.99,0.0
48036,260008314,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,291.36750969900004,139.99,0.0
48047,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,868.7277850060001,39.99,1.0
