,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PARA_LAVA_LOUCAS,PESO,PROFUNDIDADE,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
50313,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,124.149509569,136.191,0.0
50318,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,504.65458961300004,113.95220339,0.0
50319,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,216.02677534400001,109.15409090899999,0.0
50327,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,70.35667924239999,100.339411765,0.0
50342,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,281.198929745,110.95115942,0.0
50345,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,149.511555488,106.007234043,0.0
50375,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,51.1848754112,104.57970588200001,0.0
50386,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,494.893276259,109.93,0.0
50387,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,99.66429895790002,99.99,0.0
50388,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,724.3066669960001,101.1378125,0.0
50397,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,599.896665011,35.9,0.0
50411,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,380.14842271199996,108.205578947,0.0
50416,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,135.0,34.0,0.0,930.255196062,38.626666666700004,0.0
50422,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,35.6737923792,103.49,0.0
50435,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,55.012210717399995,100.67181818200001,0.0
50445,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,539.900266639,104.042903226,0.0
50460,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,346.01024103099996,106.17296296299999,0.0
50461,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,260.188681487,103.314761905,0.0
50474,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,944.769209747,109.611764706,0.0
50477,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,672.3154234780001,109.9,1.0
50483,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,916.274909915,108.556666667,0.0
50487,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,135.0,34.0,0.0,196.69513552599997,38.626666666700004,0.0
50488,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,545.5001112269999,103.0868,0.0
50492,10191288,22.0,COLORIDO,24.0,ALUMINIO RAMOS,No,150.0,40.0,0.0,696.740904211,49.9105263158,0.0
50501,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,32.1394138963,101.18047619,0.0
50512,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,252.191681918,108.29593220299999,0.0
50519,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,594.8517641130001,113.95220339,0.0
50535,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,44.751163807299996,110.95115942,0.0
50540,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,323.30020925400004,108.348979592,0.0
50543,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,915.3631248789999,109.55309090899999,0.0
50548,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,243.16532534,101.349365079,0.0
50549,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,534.086035364,108.556666667,0.0
50560,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,60.0148438005,106.108108108,0.0
50561,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,970.596714412,99.99,0.0
50569,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,219.59119245,101.18047619,0.0
50570,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,325.419095981,102.29647058799999,0.0
50576,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,372.464258659,111.34708333299999,0.0
50578,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,655.881270202,107.288181818,0.0
50580,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,137.445945876,103.314761905,0.0
50585,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,990.398736957,102.29647058799999,0.0
50586,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,230.108880314,104.91730769200001,0.0
50591,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,631.6814566740001,109.790909091,0.0
50592,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,926.300556015,106.098723404,0.0
50601,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,18.7815182798,100.224473684,0.0
50602,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,861.9797585639999,119.99,0.0
50603,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,590.5710276000001,106.007234043,0.0
50605,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,234.849011754,107.656888889,0.0
50607,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,820.600429683,108.93285714299999,0.0
50630,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,984.2585148430001,110.35507462700001,0.0
50647,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,110.29414327299999,111.34708333299999,0.0
50648,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,573.584686831,103.330241935,0.0
50651,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,169.156772728,101.1378125,0.0
50659,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,135.0,34.0,0.0,461.370475212,35.9,0.0
50668,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,731.539004288,106.91988095200001,0.0
50673,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,545.283093102,108.29593220299999,0.0
50678,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,304.614637968,104.009047619,0.0
50682,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,810.223740798,109.791111111,0.0
50688,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,625.08100625,35.9,0.0
50699,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,309.839189016,109.42901960799999,0.0
50705,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,220.69628624599997,106.91988095200001,0.0
50707,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,532.6371554269999,108.865316456,0.0
50715,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,750.332888284,35.9,0.0
50729,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,647.355494653,111.36525,0.0
50738,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,602.076635929,104.324666667,0.0
50742,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,882.374816725,104.042903226,0.0
50758,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,216.95301007900002,107.107222222,0.0
50769,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,497.06642546300003,106.973636364,0.0
50772,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,857.8151789960001,107.392469136,0.0
50775,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,237.66267679599997,107.76521739100001,0.0
50789,10191288,35.75,VERMELHO,32.75,ALUMINIO RAMOS,Yes,135.0,43.5,0.0,285.86180944,47.9,0.0
50793,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,132.044824039,106.2055,0.0
50794,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,280.632111728,119.99,1.0
50798,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,776.8154609119999,35.9,0.0
50805,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,880.064157603,104.042903226,0.0
50808,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,322.82731987299996,119.99,1.0
50818,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,232.40133099099998,112.166190476,0.0
50826,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,360.61549934199996,103.52,0.0
50829,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,27.4678224368,106.198536585,0.0
50850,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,751.7699718719999,100.334827586,0.0
50857,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,371.20500498900003,108.29593220299999,0.0
50862,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,650.26706037,119.99,0.0
50863,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,830.083329945,110.66602941200001,0.0
50871,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,54.3073459412,109.698125,0.0
50873,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,928.713626685,106.978113208,0.0
50875,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,89.1786555969,35.9,1.0
50883,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,16.8925554175,110.35507462700001,0.0
50893,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,253.37411329900002,103.49,0.0
50903,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,61.2792421673,110.528571429,0.0
50908,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,426.11310684,103.15125,0.0
50910,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,632.150486767,99.99,1.0
50914,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,673.1486468759999,99.99,1.0
50917,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,74.8332061304,109.791111111,0.0
50918,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,891.7826170989999,103.330241935,0.0
50932,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,114.977744184,99.99,1.0
50935,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,737.91174534,106.007234043,0.0
50936,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,184.280176923,99.99,1.0
50937,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,508.49583241199997,102.29647058799999,0.0
50943,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,320.84027751900004,109.791111111,0.0
50950,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,660.937028785,99.99,0.0
50956,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,No,135.0,34.0,0.0,442.30487992300004,36.718,0.0
50962,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,331.804319952,116.604102564,0.0
50971,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,690.145502543,104.99,1.0
50979,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,813.2183618089999,109.287169811,0.0
50981,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,559.2406334140001,99.99,1.0
50996,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,25.481509800999998,107.803333333,0.0
51008,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,736.2165750060001,107.68284090899999,0.0
51020,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,810.781551946,110.4498,0.0
51044,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,325.74264712900003,103.330241935,0.0
51049,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,194.484473958,106.007234043,0.0
51050,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,144.577000061,110.95115942,0.0
51051,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,635.910236904,108.556666667,0.0
51052,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,57.6917853737,104.57970588200001,0.0
51060,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,198.92377393299998,36.4964583333,0.0
51063,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,489.419140752,102.99,1.0
51067,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,342.957197823,101.1378125,0.0
51070,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,264.843260653,101.660625,0.0
51071,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,364.611939199,110.35507462700001,0.0
51075,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,940.163219431,107.55727272700001,0.0
51078,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,501.43189676599997,108.205578947,0.0
51081,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,215.79829968,105.51854166700001,0.0
51084,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,790.6745895939999,113.95220339,0.0
51093,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,766.613923527,102.525142857,0.0
51095,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,325.891972217,99.99,0.0
51100,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,468.656486976,109.790909091,0.0
51106,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,910.586627369,100.334827586,0.0
51109,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,504.83878903699997,109.9,1.0
51114,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,890.523203896,100.51631578899999,0.0
51116,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,617.319834204,139.99,0.0
51119,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,908.58031115,106.973636364,0.0
51123,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,224.53966005700002,106.198536585,0.0
51125,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,860.3170957169999,103.412702703,0.0
51129,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,32.5183742525,106.91988095200001,0.0
51149,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,513.700212896,112.239166667,0.0
51152,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,831.1146501430001,35.9,0.0
51157,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,363.92628645400004,113.95220339,0.0
51162,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,502.82254280300003,109.9,1.0
51166,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,847.809551453,103.15125,0.0
51167,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,463.44192813300003,99.99,1.0
51173,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,408.42773692599997,111.34708333299999,0.0
51175,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,231.384142625,107.803333333,0.0
51180,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,532.36992405,109.55309090899999,0.0
51186,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,135.0,34.0,0.0,698.6053741139999,36.8088888889,0.0
51192,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,621.2092164019999,104.59325,0.0
51199,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,No,150.0,34.0,0.0,727.098001733,35.9,0.0
51206,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,499.789090933,109.654507042,0.0
51211,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,129.454871339,102.99,1.0
51214,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,904.8924540410001,109.42901960799999,0.0
51217,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,766.555923829,109.9,1.0
51220,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,130.0,34.0,0.0,74.8054016431,36.718,0.0
51232,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,140.0,34.0,0.0,601.199748653,38.626666666700004,0.0
51236,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,232.118706323,100.51631578899999,0.0
51237,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,578.930962176,119.9,1.0
51246,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,48.3117374906,109.15409090899999,0.0
51247,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,452.960658994,106.431707317,0.0
51250,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,656.2174985930001,109.42901960799999,0.0
51254,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,581.409998128,106.431707317,0.0
51267,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,9.94366391238,109.287169811,0.0
51277,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,490.43337482,106.973636364,0.0
51280,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,347.261925316,107.392469136,0.0
51284,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,719.301935303,113.24375,0.0
51294,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,742.676696507,99.99,1.0
51295,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,13.0125895796,107.091351351,0.0
51297,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,135.0,34.0,0.0,693.98892949,35.9,0.0
51300,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,658.397333047,99.3333333333,1.0
51312,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,312.543617076,105.94200000000001,0.0
51316,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,332.817272652,115.9,1.0
51322,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,323.28704976,100.34679245299999,0.0
51325,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,313.756826868,104.956451613,0.0
51326,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,225.31684186200002,103.79075471700001,0.0
51338,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,592.894115826,111.34708333299999,0.0
51352,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,678.978693273,35.9,0.0
51377,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,695.789351489,106.098723404,0.0
51378,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,767.5906024589999,108.29593220299999,0.0
51391,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,219.63960821400002,108.205578947,0.0
51398,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,748.10299854,103.0868,0.0
51400,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,552.890496425,102.99,1.0
51404,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,23.916129359699998,99.99,0.0
51405,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,364.868825624,106.978113208,0.0
51408,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,879.636113732,106.098723404,0.0
51417,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,467.154271885,111.09633333299999,0.0
51418,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,936.96322291,104.042903226,0.0
51436,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,263.02340837099996,108.29593220299999,0.0
51448,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,79.5218760824,35.9,0.0
51454,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,471.6552922792,106.431707317,0.0
51462,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,863.788708476,111.36525,0.0
51471,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,55.356073473900004,112.004166667,0.0
51472,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,467.244089827,107.65675324700001,0.0
51477,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,848.827408497,103.52,0.0
51479,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,617.457985378,110.4498,0.0
51487,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,408.38616241750003,106.198536585,0.0
51494,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,199.31433945700002,103.10533333299999,0.0
51506,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,917.8215468510001,119.99,0.0
51513,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,649.32961104,103.330241935,0.0
51522,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,459.342181515,111.97375,0.0
51527,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,896.11413172,109.42901960799999,0.0
51536,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,778.747441425,108.203566408,0.0
51550,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,536.952687273,106.978113208,0.0
51552,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,933.9067513589999,107.348918919,0.0
51558,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,111.741151122,106.108108108,0.0
51559,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,728.065770153,106.198536585,0.0
51563,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,105.647938421,102.99,1.0
51578,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,401.85233456199995,107.392469136,0.0
51580,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,424.776964454,36.6325373134,0.0
51582,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,454.09104809900003,35.9,0.0
51593,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,513.823007226,104.042903226,0.0
51602,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,553.356207325,101.1378125,0.0
51611,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,407.02041157800005,106.19255814,0.0
51616,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,404.431159114,39.99,0.0
51619,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,709.401289132,110.66602941200001,0.0
51620,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,876.858574563,39.859468085100005,0.0
51629,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,574.721500779,110.22849315100001,0.0
51631,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,205.62662821900003,35.9,0.0
51639,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,507.9548142,110.4498,0.0
51653,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,64.6712102606,39.99,0.0
51657,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,595.815880777,109.9,1.0
51661,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,140.92525090700002,107.392469136,0.0
51663,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,508.574406161,111.254927536,0.0
51677,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,518.469420676,99.99,0.0
